timestamp,ip,method,endpoint,status_code,response_time_ms,bytes_sent,user_agent,event_type
2026-05-21 09:02:09,192.168.1.46,GET,/dashboard,200,149.77,5397.87,Mozilla/5.0,normal
2026-05-21 09:02:11,192.168.1.109,GET,/,200,217.0,7362.64,Chrome/120.0,normal
2026-05-21 09:02:16,192.168.1.164,GET,/dashboard,500,170.62,2451.13,Chrome/120.0,normal
2026-05-21 09:02:32,192.168.1.70,GET,/api/orders,200,64.41,3995.16,Safari/17.0,normal
2026-05-21 09:02:35,192.168.1.72,GET,/login,401,228.84,3102.4,Mozilla/5.0,normal
2026-05-21 09:02:43,192.168.1.136,GET,/api/users,200,84.39,2975.16,Safari/17.0,normal
2026-05-21 09:02:45,192.168.1.88,POST,/dashboard,200,72.1,5138.12,Mozilla/5.0,normal
2026-05-21 09:02:51,192.168.1.214,GET,/settings,200,187.91,4198.14,Chrome/120.0,normal
2026-05-21 09:03:04,192.168.1.149,GET,/dashboard,200,199.9,6280.0,Safari/17.0,normal
2026-05-21 09:03:05,192.168.1.219,GET,/dashboard,204,283.1,9194.79,Chrome/120.0,normal
2026-05-21 09:03:09,192.168.1.25,POST,/api/users,500,194.19,6548.22,Mozilla/5.0,normal
2026-05-21 09:03:21,192.168.1.125,POST,/,200,213.77,4798.88,Chrome/120.0,normal
2026-05-21 09:03:22,192.168.1.235,POST,/api/orders,200,99.27,4892.28,Safari/17.0,normal
2026-05-21 09:03:23,192.168.1.47,POST,/settings,400,91.41,6333.15,Chrome/120.0,normal
2026-05-21 09:03:27,192.168.1.99,GET,/login,204,216.1,7692.32,Chrome/120.0,normal
2026-05-21 09:03:30,192.168.1.156,POST,/,500,180.48,3714.93,curl/8.0,normal
2026-05-21 09:03:35,192.168.1.199,GET,/api/users,200,158.34,4517.81,curl/8.0,normal
2026-05-21 09:03:48,192.168.1.124,GET,/api/users,201,135.71,3906.76,Safari/17.0,normal
2026-05-21 09:03:54,192.168.1.10,POST,/settings,403,143.77,6721.35,Safari/17.0,normal
2026-05-21 09:04:03,192.168.1.27,GET,/settings,401,163.7,5004.64,Chrome/120.0,normal
2026-05-21 09:04:03,192.168.1.115,GET,/login,301,153.57,4929.76,Safari/17.0,normal
2026-05-21 09:04:03,192.168.1.151,POST,/login,200,180.64,4765.54,Safari/17.0,normal
2026-05-21 09:04:15,192.168.1.38,POST,/api/orders,200,290.86,6210.18,Safari/17.0,normal
2026-05-21 09:04:19,192.168.1.75,GET,/api/users,400,199.24,317.0,curl/8.0,normal
2026-05-21 09:04:23,192.168.1.209,POST,/settings,201,315.16,3609.73,Chrome/120.0,normal
2026-05-21 09:04:29,192.168.1.47,POST,/api/orders,404,218.17,6548.19,Safari/17.0,normal
2026-05-21 09:04:52,192.168.1.51,GET,/,200,260.55,5817.43,Safari/17.0,normal
2026-05-21 09:04:57,192.168.1.216,POST,/api/users,200,179.11,1551.12,Safari/17.0,normal
2026-05-21 09:05:06,192.168.1.119,POST,/settings,201,224.88,4222.71,curl/8.0,normal
2026-05-21 09:05:09,192.168.1.172,POST,/api/users,200,146.46,6485.33,Mozilla/5.0,normal
2026-05-21 09:05:09,192.168.1.4,GET,/dashboard,301,248.23,6915.11,curl/8.0,normal
2026-05-21 09:05:17,192.168.1.103,GET,/dashboard,200,125.31,5208.51,Safari/17.0,normal
2026-05-21 09:05:26,192.168.1.176,POST,/dashboard,404,245.04,4431.23,Safari/17.0,normal
2026-05-21 09:05:32,192.168.1.111,POST,/dashboard,200,133.59,4343.15,Safari/17.0,normal
2026-05-21 09:05:42,192.168.1.2,POST,/api/users,204,192.23,5520.03,curl/8.0,normal
2026-05-21 09:05:54,192.168.1.28,GET,/settings,404,235.15,7665.31,curl/8.0,normal
2026-05-21 09:05:59,192.168.1.9,GET,/login,200,190.58,6300.0,Chrome/120.0,normal
2026-05-21 09:05:59,192.168.1.19,POST,/login,200,20,2173.4,Mozilla/5.0,normal
2026-05-21 09:06:00,192.168.1.177,GET,/api/orders,200,205.05,4491.36,Safari/17.0,normal
2026-05-21 09:06:09,192.168.1.133,POST,/,200,71.0,5597.69,Safari/17.0,normal
2026-05-21 09:06:12,192.168.1.43,GET,/settings,200,151.62,5532.46,Chrome/120.0,normal
2026-05-21 09:06:16,192.168.1.18,POST,/dashboard,200,237.8,3473.47,Chrome/120.0,normal
2026-05-21 09:06:20,192.168.1.12,POST,/settings,200,277.25,4525.47,Safari/17.0,normal
2026-05-21 09:06:38,192.168.1.199,GET,/api/users,404,143.54,5889.43,Mozilla/5.0,normal
2026-05-21 09:06:40,192.168.1.49,GET,/login,204,313.64,5762.41,Safari/17.0,normal
2026-05-21 09:06:51,192.168.1.68,POST,/api/users,200,124.99,7548.31,curl/8.0,normal
2026-05-21 09:06:52,192.168.1.131,POST,/login,200,187.3,6876.28,curl/8.0,normal
2026-05-21 09:07:02,192.168.1.30,POST,/api/users,200,244.68,5412.55,Mozilla/5.0,normal
2026-05-21 09:07:04,192.168.1.103,POST,/settings,301,182.44,3200.62,Mozilla/5.0,normal
2026-05-21 09:07:04,192.168.1.53,GET,/login,200,181.04,3323.79,Mozilla/5.0,normal
2026-05-21 09:07:06,192.168.1.87,POST,/login,404,345.68,4917.56,Mozilla/5.0,normal
2026-05-21 09:07:14,192.168.1.121,GET,/settings,200,124.89,2879.9,Safari/17.0,normal
2026-05-21 09:07:16,192.168.1.103,POST,/api/orders,200,247.82,4943.32,Mozilla/5.0,normal
2026-05-21 09:07:16,192.168.1.163,GET,/dashboard,403,322.96,4301.08,Chrome/120.0,normal
2026-05-21 09:07:19,192.168.1.27,GET,/api/users,401,115.41,7451.42,curl/8.0,normal
2026-05-21 09:07:19,192.168.1.223,GET,/settings,200,192.07,5807.26,curl/8.0,normal
2026-05-21 09:07:24,192.168.1.47,GET,/dashboard,201,187.58,6302.28,curl/8.0,normal
2026-05-21 09:07:39,192.168.1.70,GET,/api/users,200,242.01,8285.96,Safari/17.0,normal
2026-05-21 09:07:45,192.168.1.132,GET,/,200,306.76,6400.77,curl/8.0,normal
2026-05-21 09:07:45,192.168.1.154,GET,/settings,500,108.97,2965.13,Mozilla/5.0,normal
2026-05-21 09:07:50,192.168.1.96,GET,/api/orders,200,225.8,3650.51,Chrome/120.0,normal
2026-05-21 09:07:54,192.168.1.64,POST,/,200,162.07,4629.09,Chrome/120.0,normal
2026-05-21 09:07:59,192.168.1.209,POST,/api/users,400,369.1,4988.62,Mozilla/5.0,normal
2026-05-21 09:08:08,192.168.1.44,POST,/dashboard,200,121.54,5282.87,curl/8.0,normal
2026-05-21 09:08:09,192.168.1.93,GET,/settings,301,189.35,4148.12,Chrome/120.0,normal
2026-05-21 09:08:10,192.168.1.37,POST,/dashboard,200,207.42,5937.07,Mozilla/5.0,normal
2026-05-21 09:08:11,192.168.1.57,POST,/dashboard,401,275.12,6597.7,Safari/17.0,normal
2026-05-21 09:08:16,192.168.1.103,GET,/dashboard,500,303.88,4001.76,Mozilla/5.0,normal
2026-05-21 09:08:17,192.168.1.236,POST,/,200,194.79,4490.39,Chrome/120.0,normal
2026-05-21 09:08:25,192.168.1.214,GET,/api/orders,201,216.74,6225.72,curl/8.0,normal
2026-05-21 09:08:27,192.168.1.237,GET,/api/users,200,161.88,4553.23,Mozilla/5.0,normal
2026-05-21 09:08:36,192.168.1.185,GET,/api/users,200,224.94,5308.2,Mozilla/5.0,normal
2026-05-21 09:08:36,192.168.1.207,POST,/login,200,238.87,2613.32,curl/8.0,normal
2026-05-21 09:08:38,192.168.1.44,POST,/api/users,200,152.13,5067.28,Safari/17.0,normal
2026-05-21 09:08:55,192.168.1.123,POST,/,200,212.27,3858.65,Safari/17.0,normal
2026-05-21 09:09:01,192.168.1.47,POST,/api/users,301,278.0,2360.3,curl/8.0,normal
2026-05-21 09:09:02,192.168.1.40,GET,/dashboard,200,118.72,6483.82,Chrome/120.0,normal
2026-05-21 09:09:11,192.168.1.147,POST,/api/orders,200,163.95,5555.95,Safari/17.0,normal
2026-05-21 09:09:13,192.168.1.99,GET,/settings,204,187.67,6469.1,Safari/17.0,normal
2026-05-21 09:09:16,192.168.1.183,GET,/login,200,156.22,5163.83,curl/8.0,normal
2026-05-21 09:09:22,192.168.1.214,GET,/api/orders,201,199.68,3857.67,Chrome/120.0,normal
2026-05-21 09:09:33,192.168.1.51,GET,/,404,210.47,5745.12,Chrome/120.0,normal
2026-05-21 09:09:36,192.168.1.148,POST,/settings,400,261.58,5234.67,Mozilla/5.0,normal
2026-05-21 09:09:49,192.168.1.87,POST,/login,200,185.54,4921.74,Safari/17.0,normal
2026-05-21 09:09:50,192.168.1.11,GET,/settings,200,331.53,5442.91,Mozilla/5.0,normal
2026-05-21 09:09:57,192.168.1.200,POST,/api/orders,400,115.04,3415.48,Mozilla/5.0,normal
2026-05-21 09:10:05,192.168.1.116,POST,/api/orders,201,24.97,4174.13,curl/8.0,normal
2026-05-21 09:10:22,192.168.1.143,POST,/login,200,197.94,7176.81,Chrome/120.0,normal
2026-05-21 09:10:36,192.168.1.6,POST,/api/users,200,276.81,6891.36,Mozilla/5.0,normal
2026-05-21 09:10:42,192.168.1.175,POST,/settings,201,187.81,2885.55,Mozilla/5.0,normal
2026-05-21 09:10:47,192.168.1.97,POST,/api/users,201,229.99,4925.4,Mozilla/5.0,normal
2026-05-21 09:10:48,192.168.1.43,GET,/dashboard,200,116.92,2805.29,curl/8.0,normal
2026-05-21 09:10:50,192.168.1.155,GET,/api/orders,200,86.93,4307.1,Chrome/120.0,normal
2026-05-21 09:11:11,192.168.1.25,POST,/,404,104.75,5274.72,Safari/17.0,normal
2026-05-21 09:11:12,192.168.1.70,POST,/login,301,103.46,2920.74,Safari/17.0,normal
2026-05-21 09:11:13,192.168.1.85,GET,/api/users,200,69.88,5741.61,curl/8.0,normal
2026-05-21 09:11:33,192.168.1.37,POST,/settings,403,264.69,3375.05,curl/8.0,normal
2026-05-21 09:11:42,192.168.1.4,GET,/api/users,404,249.56,4725.89,Chrome/120.0,normal
2026-05-21 09:11:45,192.168.1.79,GET,/api/users,200,221.8,5140.02,Chrome/120.0,normal
2026-05-21 09:11:47,192.168.1.221,GET,/api/orders,200,188.8,2552.99,Chrome/120.0,normal
2026-05-21 09:11:57,192.168.1.34,GET,/login,200,223.51,2598.61,Chrome/120.0,normal
2026-05-21 09:12:01,192.168.1.221,POST,/api/users,200,294.91,4659.4,Mozilla/5.0,normal
2026-05-21 09:12:02,192.168.1.18,GET,/dashboard,200,92.96,3272.89,curl/8.0,normal
2026-05-21 09:12:08,192.168.1.120,POST,/login,301,214.63,6501.78,curl/8.0,normal
2026-05-21 09:12:11,192.168.1.206,POST,/api/orders,200,231.59,4092.68,Mozilla/5.0,normal
2026-05-21 09:12:14,192.168.1.92,GET,/api/orders,201,210.01,1685.08,Mozilla/5.0,normal
2026-05-21 09:12:14,192.168.1.83,POST,/settings,200,195.62,5342.31,Chrome/120.0,normal
2026-05-21 09:12:18,192.168.1.234,POST,/dashboard,400,196.79,5808.14,Safari/17.0,normal
2026-05-21 09:12:27,192.168.1.214,GET,/,200,177.7,3359.33,Chrome/120.0,normal
2026-05-21 09:12:31,192.168.1.193,GET,/api/orders,200,140.76,5285.71,Safari/17.0,normal
2026-05-21 09:12:42,192.168.1.77,POST,/login,301,148.04,7105.53,curl/8.0,normal
2026-05-21 09:12:42,192.168.1.198,POST,/dashboard,200,161.02,5438.71,curl/8.0,normal
2026-05-21 09:12:43,192.168.1.59,POST,/,404,155.74,4213.08,Safari/17.0,normal
2026-05-21 09:12:43,192.168.1.125,GET,/settings,404,176.67,4979.64,curl/8.0,normal
2026-05-21 09:12:45,192.168.1.211,POST,/login,200,184.89,5358.92,Chrome/120.0,normal
2026-05-21 09:12:55,192.168.1.120,GET,/,200,292.95,6119.43,Chrome/120.0,normal
2026-05-21 09:12:58,192.168.1.219,GET,/,403,157.83,4110.78,Safari/17.0,normal
2026-05-21 09:13:11,192.168.1.206,GET,/settings,301,260.72,5556.38,Safari/17.0,normal
2026-05-21 09:13:17,192.168.1.236,POST,/api/orders,500,37.59,6580.31,Safari/17.0,normal
2026-05-21 09:13:24,192.168.1.52,POST,/settings,500,114.9,6982.69,Chrome/120.0,normal
2026-05-21 09:13:31,192.168.1.211,GET,/api/orders,200,141.48,712.62,Chrome/120.0,normal
2026-05-21 09:13:32,192.168.1.205,GET,/settings,403,110.13,2635.86,Chrome/120.0,normal
2026-05-21 09:13:39,192.168.1.74,GET,/api/orders,404,148.35,6694.49,Safari/17.0,normal
2026-05-21 09:13:39,192.168.1.178,GET,/settings,200,60.9,4949.68,Safari/17.0,normal
2026-05-21 09:13:43,192.168.1.215,POST,/login,200,185.07,5259.24,Chrome/120.0,normal
2026-05-21 09:13:43,192.168.1.176,GET,/login,500,220.65,4862.1,curl/8.0,normal
2026-05-21 09:13:57,192.168.1.25,GET,/api/users,200,149.46,6107.05,Mozilla/5.0,normal
2026-05-21 09:14:00,192.168.1.225,POST,/,200,138.4,5396.55,Mozilla/5.0,normal
2026-05-21 09:14:00,192.168.1.105,GET,/api/users,201,210.56,5000.79,Safari/17.0,normal
2026-05-21 09:14:11,192.168.1.54,GET,/api/orders,200,362.16,3899.17,Chrome/120.0,normal
2026-05-21 09:14:25,192.168.1.146,POST,/,403,284.73,2615.61,Safari/17.0,normal
2026-05-21 09:14:27,192.168.1.100,GET,/,200,220.68,7065.05,curl/8.0,normal
2026-05-21 09:14:33,192.168.1.62,POST,/api/users,201,238.49,4934.72,curl/8.0,normal
2026-05-21 09:14:36,192.168.1.67,GET,/api/orders,200,243.32,4278.95,curl/8.0,normal
2026-05-21 09:14:55,192.168.1.44,GET,/dashboard,301,37.29,5079.96,Mozilla/5.0,normal
2026-05-21 09:14:55,192.168.1.164,POST,/api/orders,401,174.28,6157.45,curl/8.0,normal
2026-05-21 09:14:58,192.168.1.222,GET,/dashboard,200,159.27,3373.89,Safari/17.0,normal
2026-05-21 09:15:03,192.168.1.135,POST,/login,400,154.93,2917.45,Mozilla/5.0,normal
2026-05-21 09:15:04,192.168.1.165,POST,/api/users,200,147.63,4235.71,Mozilla/5.0,normal
2026-05-21 09:15:07,192.168.1.35,POST,/api/orders,200,338.36,6773.41,Chrome/120.0,normal
2026-05-21 09:15:08,192.168.1.180,POST,/login,200,165.19,4429.34,curl/8.0,normal
2026-05-21 09:15:20,192.168.1.191,GET,/,404,306.38,3477.91,Safari/17.0,normal
2026-05-21 09:15:21,192.168.1.173,POST,/api/users,200,203.5,6454.55,Mozilla/5.0,normal
2026-05-21 09:15:25,192.168.1.62,POST,/settings,200,207.92,6186.46,Mozilla/5.0,normal
2026-05-21 09:15:29,192.168.1.8,GET,/settings,200,111.82,6423.35,Safari/17.0,normal
2026-05-21 09:15:36,192.168.1.153,POST,/api/orders,200,242.13,6062.57,Safari/17.0,normal
2026-05-21 09:15:39,192.168.1.27,GET,/api/orders,200,229.15,7650.97,Chrome/120.0,normal
2026-05-21 09:15:45,192.168.1.229,GET,/,200,91.97,3345.32,Chrome/120.0,normal
2026-05-21 09:15:52,192.168.1.176,POST,/login,200,52.96,4798.59,curl/8.0,normal
2026-05-21 09:15:55,192.168.1.37,GET,/,200,148.38,5035.61,Chrome/120.0,normal
2026-05-21 09:16:04,192.168.1.97,POST,/dashboard,200,56.59,5265.74,Chrome/120.0,normal
2026-05-21 09:16:05,192.168.1.63,GET,/dashboard,200,150.87,3094.09,curl/8.0,normal
2026-05-21 09:16:18,192.168.1.5,GET,/settings,301,269.21,8602.9,Safari/17.0,normal
2026-05-21 09:16:22,192.168.1.229,GET,/api/orders,201,208.06,5173.76,Safari/17.0,normal
2026-05-21 09:16:28,192.168.1.145,POST,/login,200,144.75,6343.03,Mozilla/5.0,normal
2026-05-21 09:16:29,192.168.1.139,GET,/dashboard,200,46.67,5759.21,Mozilla/5.0,normal
2026-05-21 09:16:29,192.168.1.61,GET,/login,200,212.78,6529.53,Safari/17.0,normal
2026-05-21 09:16:34,192.168.1.9,GET,/settings,301,175.67,5261.8,curl/8.0,normal
2026-05-21 09:16:45,192.168.1.61,POST,/api/users,200,158.98,2813.67,Safari/17.0,normal
2026-05-21 09:16:52,192.168.1.91,GET,/,403,197.94,5935.63,Safari/17.0,normal
2026-05-21 09:16:57,192.168.1.138,POST,/settings,200,175.02,4775.24,Safari/17.0,normal
2026-05-21 09:17:02,192.168.1.120,GET,/dashboard,200,182.49,5334.4,Safari/17.0,normal
2026-05-21 09:17:31,192.168.1.170,GET,/api/users,200,231.08,3718.9,Chrome/120.0,normal
2026-05-21 09:17:34,192.168.1.26,POST,/api/users,401,92.11,8406.6,Chrome/120.0,normal
2026-05-21 09:17:39,192.168.1.182,GET,/api/orders,301,162.68,5120.98,Chrome/120.0,normal
2026-05-21 09:17:42,192.168.1.159,POST,/api/orders,200,124.89,3540.92,Chrome/120.0,normal
2026-05-21 09:17:44,192.168.1.224,POST,/login,200,160.09,3132.37,Safari/17.0,normal
2026-05-21 09:17:50,192.168.1.52,POST,/api/users,301,207.1,4727.72,Safari/17.0,normal
2026-05-21 09:17:54,192.168.1.228,POST,/dashboard,500,232.2,2796.38,Safari/17.0,normal
2026-05-21 09:18:00,192.168.1.133,POST,/api/users,201,82.43,4082.47,Safari/17.0,normal
2026-05-21 09:18:05,192.168.1.24,POST,/login,200,112.52,4412.98,Mozilla/5.0,normal
2026-05-21 09:18:05,192.168.1.180,GET,/settings,500,198.3,4340.21,curl/8.0,normal
2026-05-21 09:18:16,192.168.1.120,GET,/api/orders,200,76.81,4965.87,Chrome/120.0,normal
2026-05-21 09:18:20,192.168.1.4,GET,/,200,256.86,3351.99,Chrome/120.0,normal
2026-05-21 09:18:23,192.168.1.163,GET,/api/orders,404,205.49,5817.58,Chrome/120.0,normal
2026-05-21 09:18:30,192.168.1.194,GET,/api/users,500,204.47,4343.29,Chrome/120.0,normal
2026-05-21 09:18:31,192.168.1.201,GET,/api/orders,200,213.17,4196.23,Mozilla/5.0,normal
2026-05-21 09:18:35,192.168.1.201,GET,/api/orders,200,220.18,6635.38,curl/8.0,normal
2026-05-21 09:18:37,192.168.1.193,POST,/api/users,500,245.01,7011.12,Safari/17.0,normal
2026-05-21 09:18:38,192.168.1.30,POST,/api/users,200,183.2,3804.6,Safari/17.0,normal
2026-05-21 09:18:44,192.168.1.109,GET,/login,204,220.11,2135.29,curl/8.0,normal
2026-05-21 09:18:50,192.168.1.207,POST,/api/users,404,318.24,2497.87,Safari/17.0,normal
2026-05-21 09:18:53,192.168.1.40,POST,/login,301,173.1,4403.64,curl/8.0,normal
2026-05-21 09:19:00,192.168.1.164,GET,/dashboard,200,221.6,6469.43,curl/8.0,normal
2026-05-21 09:19:02,192.168.1.175,GET,/api/orders,200,70.62,6888.76,curl/8.0,normal
2026-05-21 09:19:07,192.168.1.130,GET,/dashboard,401,172.89,3520.13,Safari/17.0,normal
2026-05-21 09:19:24,192.168.1.149,POST,/settings,201,160.36,5475.85,Mozilla/5.0,normal
2026-05-21 09:19:30,192.168.1.69,GET,/login,400,67.41,4316.62,curl/8.0,normal
2026-05-21 09:19:41,192.168.1.29,GET,/login,500,130.21,5483.41,Mozilla/5.0,normal
2026-05-21 09:19:47,192.168.1.57,POST,/api/orders,200,125.76,6342.53,Chrome/120.0,normal
2026-05-21 09:20:10,192.168.1.212,GET,/settings,200,212.0,4737.73,Mozilla/5.0,normal
2026-05-21 09:20:15,192.168.1.25,GET,/settings,500,162.37,5326.78,Safari/17.0,normal
2026-05-21 09:20:17,192.168.1.216,GET,/api/orders,200,256.12,4191.37,curl/8.0,normal
2026-05-21 09:20:28,192.168.1.134,GET,/login,401,210.62,2822.0,Safari/17.0,normal
2026-05-21 09:20:42,192.168.1.40,POST,/api/orders,200,181.02,7172.42,curl/8.0,normal
2026-05-21 09:20:44,192.168.1.201,GET,/login,200,381.69,5813.65,Safari/17.0,normal
2026-05-21 09:20:46,192.168.1.14,GET,/api/orders,200,224.38,5806.84,curl/8.0,normal
2026-05-21 09:20:54,192.168.1.118,POST,/settings,200,104.77,4416.09,Chrome/120.0,normal
2026-05-21 09:20:57,192.168.1.114,GET,/dashboard,200,282.51,5547.35,Chrome/120.0,normal
2026-05-21 09:20:58,192.168.1.15,GET,/dashboard,200,151.51,7406.53,curl/8.0,normal
2026-05-21 09:20:59,192.168.1.9,POST,/,401,138.55,3423.7,Safari/17.0,normal
2026-05-21 09:20:59,192.168.1.86,POST,/api/orders,500,199.77,6622.49,curl/8.0,normal
2026-05-21 09:21:03,192.168.1.43,GET,/login,301,244.14,5438.68,Chrome/120.0,normal
2026-05-21 09:21:07,192.168.1.170,GET,/api/users,403,127.5,6752.33,Mozilla/5.0,normal
2026-05-21 09:21:22,192.168.1.2,POST,/api/users,301,162.29,5082.3,Safari/17.0,normal
2026-05-21 09:21:26,192.168.1.15,POST,/,200,219.84,7443.15,Safari/17.0,normal
2026-05-21 09:21:26,192.168.1.188,POST,/dashboard,400,38.47,5034.75,Chrome/120.0,normal
2026-05-21 09:21:29,192.168.1.24,POST,/dashboard,200,106.48,6382.32,Mozilla/5.0,normal
2026-05-21 09:21:31,192.168.1.208,POST,/settings,401,173.42,4539.13,Safari/17.0,normal
2026-05-21 09:21:56,192.168.1.101,GET,/settings,401,215.12,3279.48,curl/8.0,normal
2026-05-21 09:21:58,192.168.1.49,POST,/login,200,232.47,7769.25,Mozilla/5.0,normal
2026-05-21 09:22:00,192.168.1.62,GET,/,500,112.64,4172.63,Safari/17.0,normal
2026-05-21 09:22:07,192.168.1.211,GET,/login,404,255.85,5626.58,Safari/17.0,normal
2026-05-21 09:22:11,192.168.1.102,POST,/api/orders,201,96.51,4906.74,curl/8.0,normal
2026-05-21 09:22:12,192.168.1.117,GET,/,200,107.89,8800.57,Mozilla/5.0,normal
2026-05-21 09:22:15,192.168.1.28,GET,/login,200,241.12,2361.95,Mozilla/5.0,normal
2026-05-21 09:22:39,192.168.1.159,GET,/login,401,211.05,2923.79,Safari/17.0,normal
2026-05-21 09:22:45,192.168.1.178,POST,/api/users,200,157.62,1295.06,curl/8.0,normal
2026-05-21 09:22:45,192.168.1.159,POST,/dashboard,500,209.68,7304.95,Mozilla/5.0,normal
2026-05-21 09:22:46,192.168.1.204,POST,/login,200,132.53,3244.14,curl/8.0,normal
2026-05-21 09:22:47,192.168.1.97,POST,/login,400,290.73,7464.12,Safari/17.0,normal
2026-05-21 09:22:55,192.168.1.164,POST,/,200,174.94,6282.24,Mozilla/5.0,normal
2026-05-21 09:22:56,192.168.1.231,GET,/api/users,200,129.42,4679.11,Chrome/120.0,normal
2026-05-21 09:23:12,192.168.1.46,POST,/,201,188.9,8749.1,Chrome/120.0,normal
2026-05-21 09:23:23,192.168.1.20,POST,/dashboard,200,196.13,5129.22,Mozilla/5.0,normal
2026-05-21 09:23:24,192.168.1.28,GET,/settings,200,149.7,3173.92,Chrome/120.0,normal
2026-05-21 09:23:30,192.168.1.183,GET,/dashboard,400,207.01,5605.14,Chrome/120.0,normal
2026-05-21 09:23:39,192.168.1.53,POST,/login,200,20,7728.89,Safari/17.0,normal
2026-05-21 09:23:51,192.168.1.213,GET,/api/orders,401,161.96,5712.42,Chrome/120.0,normal
2026-05-21 09:23:59,192.168.1.35,GET,/api/users,200,243.42,2333.1,Mozilla/5.0,normal
2026-05-21 09:24:06,192.168.1.143,POST,/,204,158.96,6611.49,Mozilla/5.0,normal
2026-05-21 09:24:14,192.168.1.224,POST,/api/users,200,208.34,3879.21,Mozilla/5.0,normal
2026-05-21 09:24:18,192.168.1.63,GET,/api/users,200,198.02,6628.32,curl/8.0,normal
2026-05-21 09:24:23,192.168.1.225,GET,/,200,186.38,5403.55,curl/8.0,normal
2026-05-21 09:24:30,192.168.1.203,POST,/login,200,85.5,6333.01,Safari/17.0,normal
2026-05-21 09:24:32,192.168.1.201,GET,/api/orders,200,173.0,5341.9,curl/8.0,normal
2026-05-21 09:25:06,192.168.1.220,GET,/,301,92.7,1563.56,Mozilla/5.0,normal
2026-05-21 09:25:07,192.168.1.220,POST,/api/users,200,205.85,6043.36,curl/8.0,normal
2026-05-21 09:25:11,192.168.1.54,GET,/api/orders,204,219.23,4867.58,curl/8.0,normal
2026-05-21 09:25:14,192.168.1.96,POST,/api/users,200,252.41,5506.31,Safari/17.0,normal
2026-05-21 09:25:15,192.168.1.204,POST,/dashboard,301,278.35,5020.46,curl/8.0,normal
2026-05-21 09:25:33,192.168.1.72,POST,/dashboard,404,274.97,5510.23,Chrome/120.0,normal
2026-05-21 09:25:41,192.168.1.144,POST,/api/users,401,316.92,9844.85,Chrome/120.0,normal
2026-05-21 09:25:42,192.168.1.230,GET,/api/users,200,226.27,4161.19,Mozilla/5.0,normal
2026-05-21 09:25:42,192.168.1.123,POST,/,201,38.3,6081.58,Mozilla/5.0,normal
2026-05-21 09:25:52,192.168.1.51,GET,/api/orders,201,264.68,4295.97,curl/8.0,normal
2026-05-21 09:25:55,192.168.1.197,POST,/login,500,39.23,5723.34,curl/8.0,normal
2026-05-21 09:25:55,192.168.1.136,POST,/settings,400,212.36,6142.94,curl/8.0,normal
2026-05-21 09:26:00,192.168.1.222,POST,/dashboard,400,125.13,6219.17,Chrome/120.0,normal
